threshold	term	GeneSize	WindowSize	key	value
1.0	183	5	8	AT5G52780,AT5G39830,AT5G03455,AT4G18370,AT5G15250	37,38,39,40,41,42,43,44
1.0	184	7	8	AT5G13120,AT1G54050,AT4G01050,AT1G31180,AT3G26580,AT2G27290,AT1G67280	37,38,39,40,41,42,43,44
1.0	185	5	4	AT1G21750,AT4G38100,AT2G37400,AT2G01140,AT1G65260	37,38,39,40
1.0	186	6	9	AT5G39830,AT3G10470,AT4G31560,AT5G03455,AT1G14590,AT5G15250	37,38,39,40,41,42,43,44,45
1.0	187	5	16	AT5G16660,AT1G15140,AT1G50250,AT4G38380,AT2G24020	37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
1.0	188	5	17	AT5G16150,AT5G19500,AT5G16660,AT4G38380,AT4G13010	37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
1.0	189	5	2	AT5G16150,AT5G19500,AT1G50460,AT2G35040,AT2G22360	37,38
1.0	190	5	8	AT2G17630,AT1G80030,AT5G19370,AT2G37660,AT5G01500	37,38,39,40,41,42,43,44
1.0	191	5	8	AT5G52780,AT5G20140,AT2G30950,AT5G15250,AT4G18370	37,38,39,40,41,42,43,44
1.0	192	7	17	AT2G20270,AT1G07510,AT5G52970,AT1G15820,AT3G57680,AT2G43010,AT5G12470	37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
1.0	193	6	4	AT2G01918,AT5G02160,AT3G10470,AT4G39960,AT1G31180,AT3G15110	37,38,39,40
1.0	194	6	9	AT5G39830,AT4G31560,AT1G66670,AT1G18730,AT5G03455,AT1G14590	37,38,39,40,41,42,43,44,45
1.0	195	6	17	AT1G74710,AT1G55370,AT2G20270,AT2G40760,AT3G57680,AT2G43010	37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
1.0	196	5	11	AT1G75690,AT1G22020,AT5G59250,AT1G51350,AT3G28850	37,38,39,40,41,42,43,44,45,46,47
1.0	197	5	5	AT5G13120,AT4G39960,AT1G72640,AT3G15110,AT1G17850	37,38,39,40,41
1.0	198	5	8	AT4G37925,AT2G26800,AT4G04020,AT3G01440,AT1G14150	37,38,39,40,41,42,43,44
1.0	199	5	9	AT2G27290,AT3G26580,AT1G72640,AT1G54050,AT1G66670	37,38,39,40,41,42,43,44,45
1.0	200	7	9	AT5G39830,AT1G18730,AT1G54580,AT5G52780,AT1G14590,AT5G03455,AT5G15250	37,38,39,40,41,42,43,44,45
1.0	201	7	9	AT5G39830,AT3G10470,AT4G31560,AT1G66670,AT5G03455,AT1G54580,AT1G14590	37,38,39,40,41,42,43,44,45
1.0	202	5	5	AT3G47060,AT4G04020,AT3G01440,AT4G23890,AT2G26800	37,38,39,40,41
1.0	203	5	5	AT1G67840,AT4G19830,AT1G74880,AT1G50450,AT2G21530	37,38,39,40,41
1.0	204	5	10	AT4G37925,AT2G40100,AT1G76760,AT3G01440,AT1G14150	37,38,39,40,41,42,43,44,45,46
0.95	205	13	17	AT3G55330,AT4G35770,AT1G06690,AT5G13120,AT1G42960,AT1G54050,AT3G22690,AT4G39460,AT1G67280,AT3G15110,AT2G27290,AT1G72640,AT1G17850	37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.95	206	19	17	AT1G29920,AT1G74710,AT1G55370,AT3G55330,AT2G20270,AT1G07510,AT4G20820,AT4G35770,AT1G15820,AT1G42960,AT3G22690,AT2G40760,AT4G39460,AT3G57680,AT1G67280,AT4G13670,AT2G43010,AT5G12470,AT1G06690	37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
