threshold	term	GeneSize	WindowSize	key	value
1.0	183	20	3	AT5G39830,AT2G30950,AT5G20140,AT4G39460,AT5G15250,AT3G55330,AT1G66670,AT3G47060,AT2G26800,AT1G42960,AT1G54050,AT1G14150,AT4G18370,AT2G37660,AT3G10470,AT1G67280,AT2G27290,AT1G72640,AT4G13670,AT1G17850	51,52,53
1.0	184	14	3	AT5G19370,AT2G29500,AT2G20260,AT2G40100,AT4G04020,AT1G67700,AT5G42270,AT1G12250,AT5G42070,AT1G02560,AT1G14345,AT1G80030,AT5G01500,AT2G44990	51,52,53
1.0	185	8	3	AT2G29500,AT5G53170,AT2G20260,AT1G03160,AT1G67700,AT1G02560,AT1G14345,AT5G42270	51,52,53
1.0	186	17	3	AT2G17630,AT5G19370,AT2G29500,AT4G19830,AT2G37660,AT1G14150,AT1G67700,AT2G40100,AT1G12250,AT5G42070,AT2G44990,AT3G26580,AT1G80030,AT2G41330,AT4G04020,AT5G01500,AT5G42270	51,52,53
1.0	187	5	2	AT2G42220,AT1G22020,AT4G28025,AT2G22360,AT5G52440	51,52
1.0	188	49	3	AT5G20140,AT3G10470,AT4G31560,AT1G07510,AT1G75690,AT1G42960,AT4G38380,AT5G19500,AT2G43010,AT5G39830,AT1G74710,AT4G16155,AT2G20270,AT4G35770,AT3G60370,AT5G16660,AT3G58010,AT2G40760,AT1G54050,AT3G22690,AT1G51350,AT4G39460,AT5G59250,AT5G21430,AT2G27290,AT1G72640,AT1G17850,AT1G29920,AT2G35040,AT5G15250,AT3G28850,AT1G15820,AT1G18730,AT1G67280,AT4G13670,AT5G12470,AT1G06690,AT2G30950,AT1G15140,AT1G55370,AT3G55330,AT1G52220,AT3G47060,AT5G13120,AT5G52970,AT5G16150,AT5G03455,AT3G57680,AT3G15110	51,52,53
1.0	189	37	3	AT3G46780,AT1G07510,AT1G75690,AT4G38380,AT5G19500,AT2G43010,AT5G59250,AT1G74710,AT4G16155,AT2G20270,AT5G13120,AT3G60370,AT5G52970,AT3G58010,AT1G51350,AT3G22690,AT2G40760,AT5G16660,AT4G20820,AT5G21430,AT1G50460,AT2G35040,AT4G13010,AT3G28850,AT1G15820,AT1G18730,AT5G12470,AT1G06690,AT1G15140,AT1G55370,AT2G24020,AT1G52220,AT1G51110,AT5G16150,AT5G03455,AT3G57680,AT3G15110	51,52,53
1.0	190	15	3	AT2G17630,AT4G39460,AT1G66670,AT2G37660,AT1G54050,AT1G14150,AT5G19370,AT2G40100,AT4G04020,AT4G18370,AT3G26580,AT1G80030,AT2G41330,AT1G72640,AT2G26800	51,52,53
1.0	191	21	3	AT5G15250,AT1G29920,AT5G20140,AT4G39460,AT4G31560,AT3G55330,AT1G66670,AT3G47060,AT2G30950,AT2G26800,AT1G42960,AT1G54050,AT1G14150,AT4G18370,AT4G13670,AT3G10470,AT1G67280,AT2G27290,AT1G72640,AT5G39830,AT1G17850	51,52,53
1.0	192	18	3	AT2G17630,AT2G40100,AT4G19830,AT1G66670,AT2G37660,AT4G18370,AT1G14150,AT5G19370,AT1G12250,AT4G39460,AT5G42070,AT2G44990,AT3G26580,AT1G80030,AT2G41330,AT4G04020,AT5G01500,AT2G26800	51,52,53
