threshold	term	GeneSize	WindowSize	key	value
0.9	209	10	27	AT5G39830,AT3G10470,AT4G31560,AT5G13120,AT4G18370,AT1G18730,AT1G54580,AT1G54050,AT3G15110,AT5G03455	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.9	210	5	23	AT5G20140,AT4G39960,AT1G18730,AT3G15110,AT5G13120	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0.9	211	5	8	AT5G19370,AT5G52780,AT2G01918,AT2G40100,AT2G26800	27,28,29,30,31,32,33,34
0.9	212	5	23	AT1G67840,AT4G19830,AT1G74880,AT1G50450,AT2G21530	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0.9	213	28	27	AT4G13670,AT1G07510,AT4G20820,AT5G19500,AT2G43010,AT2G20270,AT4G35770,AT3G60370,AT5G52970,AT3G58010,AT4G38380,AT3G22690,AT2G40760,AT5G21430,AT1G29920,AT2G35040,AT4G13010,AT1G15820,AT2G22360,AT5G12470,AT1G06690,AT1G15140,AT3G55330,AT2G24020,AT1G52220,AT5G16150,AT5G16660,AT3G57680	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.9	214	29	27	AT4G13670,AT1G07510,AT4G20820,AT5G19500,AT2G43010,AT1G74710,AT2G20270,AT4G35770,AT3G60370,AT5G52970,AT3G58010,AT4G38380,AT3G22690,AT2G40760,AT5G21430,AT1G29920,AT2G35040,AT4G13010,AT1G15820,AT5G12470,AT1G06690,AT1G15140,AT1G55370,AT3G55330,AT2G24020,AT1G52220,AT5G16150,AT5G16660,AT3G57680	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.9	215	13	27	AT5G39830,AT3G10470,AT4G31560,AT1G66670,AT5G13120,AT1G54050,AT5G03455,AT1G54580,AT1G67280,AT3G26580,AT2G27290,AT1G72640,AT1G17850	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.9	216	21	27	AT1G29920,AT1G74710,AT1G55370,AT3G55330,AT2G20270,AT1G07510,AT5G12470,AT4G20820,AT3G60370,AT2G24020,AT1G15820,AT4G13670,AT3G22690,AT5G52970,AT2G40760,AT3G57680,AT1G67280,AT2G27290,AT2G43010,AT4G35770,AT1G06690	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.9	217	5	20	AT2G44990,AT2G29500,AT2G30695,AT1G02560,AT2G37660	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
0.9	218	5	3	AT1G67700,AT2G18790,AT2G29180,AT2G30695,AT1G14345	27,28,29
0.85	219	9	27	AT2G17630,AT2G20260,AT2G44990,AT2G37660,AT1G14150,AT5G19370,AT2G40100,AT1G02560,AT2G26800	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.85	220	37	27	AT4G13670,AT3G46780,AT1G07510,AT1G75690,AT4G38380,AT5G19500,AT2G43010,AT1G74710,AT4G16155,AT2G20270,AT4G35770,AT3G60370,AT5G52970,AT3G58010,AT1G51350,AT3G22690,AT2G40760,AT5G59250,AT4G20820,AT5G21430,AT1G50460,AT1G29920,AT2G35040,AT4G13010,AT1G22020,AT1G15820,AT2G22360,AT5G12470,AT1G06690,AT1G15140,AT1G55370,AT3G55330,AT2G24020,AT1G52220,AT5G16150,AT5G16660,AT3G57680	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.85	221	5	4	AT2G26340,AT5G07020,AT3G21055,AT1G54780,AT5G01220	27,28,29,30
0.85	222	5	19	AT5G19370,AT5G52780,AT2G40100,AT5G01500,AT2G26800	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
0.85	223	35	27	AT4G13670,AT1G07510,AT3G58010,AT1G42960,AT5G19500,AT2G43010,AT1G74710,AT2G20270,AT4G35770,AT3G60370,AT5G52970,AT1G50250,AT4G38380,AT3G22690,AT2G40760,AT4G39460,AT4G20820,AT5G21430,AT2G27290,AT1G17850,AT1G29920,AT2G35040,AT4G13010,AT1G15820,AT1G67280,AT5G12470,AT1G06690,AT1G15140,AT1G55370,AT3G55330,AT2G24020,AT1G52220,AT5G16150,AT5G16660,AT3G57680	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.85	224	5	16	AT5G19370,AT5G52780,AT2G30950,AT5G15250,AT5G02160	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
0.85	225	35	27	AT4G13670,AT3G46780,AT1G07510,AT4G20820,AT1G42960,AT5G19500,AT2G43010,AT1G74710,AT2G20270,AT4G35770,AT3G60370,AT5G52970,AT3G58010,AT4G38380,AT3G22690,AT2G40760,AT5G21430,AT2G27290,AT1G50460,AT1G29920,AT2G35040,AT4G13010,AT1G15820,AT2G22360,AT1G67280,AT5G12470,AT1G06690,AT1G15140,AT1G55370,AT3G55330,AT2G24020,AT1G52220,AT5G16150,AT5G16660,AT3G57680	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.85	226	6	27	AT2G29500,AT2G20260,AT2G37660,AT1G14150,AT2G44990,AT1G02560	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.85	227	5	19	AT5G19370,AT5G52780,AT2G30950,AT5G01500,AT2G26800	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
0.85	228	22	27	AT3G10470,AT5G13120,AT4G31560,AT1G54580,AT5G39830,AT1G74710,AT2G20270,AT1G66670,AT1G54050,AT3G22690,AT2G40760,AT2G27290,AT1G72640,AT1G17850,AT5G03455,AT1G67280,AT3G26580,AT1G06690,AT1G55370,AT3G55330,AT4G35770,AT3G57680	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.85	229	33	27	AT4G13670,AT1G07510,AT4G20820,AT1G42960,AT2G43010,AT1G74710,AT2G20270,AT1G66670,AT3G60370,AT5G52970,AT1G50250,AT4G38380,AT3G22690,AT2G40760,AT5G21430,AT2G27290,AT1G72640,AT1G17850,AT1G29920,AT4G13010,AT1G15820,AT1G67280,AT5G12470,AT1G06690,AT1G15140,AT1G55370,AT3G55330,AT2G24020,AT1G52220,AT5G16150,AT5G16660,AT3G57680,AT4G35770	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.85	230	14	27	AT5G39830,AT3G10470,AT4G31560,AT1G66670,AT5G13120,AT1G54050,AT4G18370,AT5G03455,AT1G54580,AT1G67280,AT3G26580,AT2G27290,AT1G72640,AT1G17850	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.85	231	5	24	AT5G20140,AT1G12250,AT5G15250,AT1G76760,AT2G30950	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0.85	232	5	11	AT1G67700,AT2G18790,AT1G16880,AT2G29180,AT1G14345	27,28,29,30,31,32,33,34,35,36,37
0.8	233	11	27	AT2G17630,AT2G29500,AT2G20260,AT2G44990,AT3G47060,AT2G37660,AT1G14150,AT5G19370,AT2G40100,AT1G02560,AT2G26800	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.8	234	5	25	AT5G52780,AT1G12250,AT5G15250,AT1G76760,AT2G30950	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
0.8	235	5	2	AT1G67700,AT2G18790,AT1G80380,AT2G29180,AT1G14345	27,28
0.8	236	14	27	AT5G39830,AT3G10470,AT5G20140,AT4G31560,AT5G13120,AT1G54050,AT4G04020,AT1G18730,AT1G54580,AT4G18370,AT3G15110,AT2G27290,AT1G80030,AT5G03455	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.8	237	5	27	AT1G67700,AT3G08920,AT2G29500,AT1G03160,AT1G14345	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.8	238	43	27	AT4G13670,AT3G46780,AT5G53170,AT1G07510,AT3G58010,AT1G42960,AT4G38380,AT5G19500,AT2G43010,AT5G59250,AT1G74710,AT4G16155,AT2G20270,AT4G35770,AT3G60370,AT5G52970,AT1G50250,AT2G40760,AT3G22690,AT1G51350,AT4G39460,AT4G20820,AT5G21430,AT2G27290,AT1G50460,AT1G17850,AT1G29920,AT2G35040,AT4G13010,AT3G28850,AT1G22020,AT1G15820,AT1G67280,AT5G12470,AT1G06690,AT1G15140,AT1G55370,AT3G55330,AT2G24020,AT1G52220,AT5G16150,AT5G16660,AT3G57680	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.8	239	5	26	AT5G19370,AT5G52780,AT2G30950,AT5G15250,AT2G26800	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
0.8	240	9	27	AT2G17630,AT3G47060,AT2G37660,AT1G14150,AT5G19370,AT2G40100,AT2G44990,AT5G01500,AT2G26800	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.8	241	41	27	AT4G13670,AT3G46780,AT5G53170,AT1G07510,AT3G58010,AT1G42960,AT4G38380,AT5G19500,AT2G43010,AT1G74710,AT2G20270,AT1G66670,AT3G60370,AT5G52970,AT1G50250,AT1G50460,AT3G22690,AT2G40760,AT4G39460,AT4G20820,AT5G21430,AT2G27290,AT1G72640,AT1G17850,AT1G29920,AT2G35040,AT4G13010,AT1G15820,AT1G67280,AT3G26580,AT5G12470,AT1G06690,AT1G15140,AT1G55370,AT3G55330,AT2G24020,AT1G52220,AT5G16150,AT5G16660,AT3G57680,AT4G35770	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.8	242	9	27	AT2G17630,AT2G30950,AT2G20260,AT3G47060,AT1G14150,AT5G19370,AT2G40100,AT5G01500,AT2G26800	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.8	243	40	27	AT4G13670,AT3G46780,AT1G07510,AT1G75690,AT3G58010,AT1G42960,AT4G38380,AT5G19500,AT2G43010,AT2G42220,AT1G74710,AT4G16155,AT2G20270,AT4G35770,AT3G60370,AT5G52970,AT1G50250,AT1G51350,AT3G22690,AT2G40760,AT4G39460,AT5G59250,AT4G20820,AT5G21430,AT1G50460,AT1G29920,AT2G35040,AT4G13010,AT3G28850,AT1G22020,AT1G15820,AT5G12470,AT1G06690,AT1G15140,AT3G55330,AT2G24020,AT1G52220,AT5G16150,AT5G16660,AT3G57680	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.8	244	5	8	AT2G26340,AT5G07020,AT3G21055,AT1G54780,AT5G01220	27,28,29,30,31,32,33,34
0.8	245	8	27	AT5G20140,AT5G13120,AT4G18370,AT4G04020,AT1G12250,AT5G15250,AT3G15110,AT1G80030	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.8	246	45	27	AT3G10470,AT5G13120,AT4G31560,AT1G07510,AT3G58010,AT1G42960,AT5G19500,AT1G54580,AT2G43010,AT2G42220,AT1G74710,AT2G20270,AT1G66670,AT3G60370,AT5G52970,AT1G50250,AT4G38380,AT1G54050,AT3G22690,AT2G40760,AT4G39460,AT4G20820,AT5G21430,AT2G27290,AT1G72640,AT1G17850,AT1G29920,AT2G35040,AT4G13010,AT1G15820,AT5G03455,AT1G67280,AT3G26580,AT4G13670,AT5G12470,AT1G06690,AT1G15140,AT1G55370,AT3G55330,AT2G24020,AT1G52220,AT5G16150,AT5G16660,AT3G57680,AT4G35770	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.75	247	5	26	AT4G38100,AT1G67840,AT1G74880,AT1G50450,AT2G21530	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
0.75	248	16	27	AT5G39830,AT3G10470,AT5G20140,AT5G08540,AT4G31560,AT5G13120,AT1G54050,AT4G04020,AT1G12250,AT1G18730,AT1G54580,AT4G18370,AT3G15110,AT1G80030,AT5G03455,AT5G15250	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.75	249	52	27	AT3G10470,AT3G46780,AT1G07510,AT3G58010,AT1G42960,AT4G38380,AT5G19500,AT1G54580,AT5G13120,AT2G43010,AT2G42220,AT1G74710,AT4G16155,AT2G20270,AT1G66670,AT3G60370,AT5G52970,AT1G50250,AT1G50460,AT1G54050,AT3G22690,AT1G51350,AT4G39460,AT5G59250,AT4G20820,AT5G21430,AT2G27290,AT1G72640,AT1G17850,AT1G29920,AT2G35040,AT4G13010,AT5G39830,AT1G22020,AT1G15820,AT2G22360,AT5G03455,AT1G67280,AT3G26580,AT4G13670,AT5G12470,AT1G06690,AT1G15140,AT1G55370,AT3G55330,AT2G24020,AT1G52220,AT2G40760,AT5G16150,AT5G16660,AT3G57680,AT4G35770	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.75	250	14	27	AT2G17630,AT2G30950,AT2G29500,AT2G20260,AT2G44990,AT3G47060,AT2G37660,AT3G01440,AT1G14150,AT5G19370,AT2G40100,AT1G02560,AT5G01500,AT2G26800	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.75	251	15	27	AT2G17630,AT5G19370,AT2G29500,AT2G20260,AT1G03160,AT2G44990,AT3G08920,AT2G37660,AT1G14150,AT1G67700,AT2G40100,AT1G02560,AT3G47060,AT1G16880,AT2G26800	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.75	252	27	27	AT3G10470,AT5G13120,AT4G31560,AT1G54580,AT5G39830,AT1G74710,AT2G20270,AT1G66670,AT1G54050,AT3G22690,AT2G40760,AT2G27290,AT1G72640,AT1G17850,AT4G18370,AT1G18730,AT1G67280,AT3G26580,AT1G06690,AT5G20140,AT1G55370,AT3G55330,AT1G52220,AT4G35770,AT5G03455,AT3G57680,AT3G15110	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.75	253	5	27	AT5G19370,AT1G12250,AT5G15250,AT2G30950,AT5G01500	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.75	254	54	27	AT4G13670,AT3G46780,AT5G53170,AT4G31560,AT1G07510,AT1G75690,AT3G58010,AT1G42960,AT4G38380,AT5G19500,AT1G54580,AT5G13120,AT2G43010,AT2G42220,AT1G74710,AT4G16155,AT2G20270,AT1G66670,AT3G60370,AT5G52970,AT1G50250,AT1G50460,AT1G54050,AT3G22690,AT1G51350,AT4G39460,AT5G59250,AT4G20820,AT5G21430,AT2G27290,AT1G72640,AT1G17850,AT1G29920,AT2G35040,AT4G13010,AT3G28850,AT1G22020,AT1G15820,AT2G22360,AT5G03455,AT1G67280,AT3G26580,AT5G12470,AT1G06690,AT1G15140,AT1G55370,AT3G55330,AT1G52220,AT2G24020,AT2G40760,AT5G16150,AT5G16660,AT3G57680,AT4G35770	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.75	255	9	27	AT2G17630,AT2G30950,AT3G47060,AT1G14150,AT5G19370,AT2G40100,AT5G15250,AT3G01440,AT2G26800	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.75	256	6	4	AT2G18790,AT1G80380,AT4G33010,AT5G42270,AT3G19490,AT2G29180	27,28,29,30
0.75	257	5	18	AT3G14420,AT2G26360,AT3G17830,AT4G25910,AT4G36810	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
0.75	258	5	24	AT2G26340,AT5G07020,AT3G21055,AT1G54780,AT5G01220	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0.75	259	8	27	AT2G30950,AT5G20140,AT5G13120,AT4G04020,AT1G12250,AT1G18730,AT3G15110,AT5G15250	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.7	260	5	27	AT1G67700,AT2G18790,AT1G16880,AT2G29180,AT1G14345	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.7	261	13	27	AT2G17630,AT2G30950,AT2G44990,AT3G47060,AT2G37660,AT3G01440,AT1G14150,AT5G19370,AT2G40100,AT5G15250,AT1G02560,AT5G01500,AT2G26800	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.7	262	5	26	AT4G38100,AT1G67840,AT1G74880,AT1G50450,AT2G21530	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
0.7	263	58	27	AT3G10470,AT3G46780,AT5G53170,AT4G31560,AT1G07510,AT1G75690,AT3G58010,AT1G42960,AT4G38380,AT5G19500,AT1G54580,AT5G13120,AT2G43010,AT2G42220,AT1G74710,AT4G16155,AT2G20270,AT1G66670,AT5G39830,AT3G60370,AT5G52970,AT1G50250,AT1G50460,AT1G54050,AT3G22690,AT4G18370,AT1G51350,AT4G39460,AT5G59250,AT4G20820,AT5G21430,AT2G27290,AT1G72640,AT1G17850,AT1G29920,AT2G35040,AT4G13010,AT3G28850,AT1G22020,AT1G15820,AT2G22360,AT5G03455,AT1G67280,AT3G26580,AT4G13670,AT5G12470,AT1G06690,AT1G15140,AT1G55370,AT3G55330,AT1G52220,AT2G24020,AT2G40760,AT5G16150,AT5G16660,AT3G57680,AT3G15110,AT4G35770	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.7	264	14	27	AT2G17630,AT5G19370,AT2G29500,AT2G20260,AT2G44990,AT3G47060,AT2G37660,AT3G01440,AT1G14150,AT1G67700,AT2G40100,AT1G02560,AT5G01500,AT2G26800	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.7	265	14	27	AT2G17630,AT5G19370,AT2G30950,AT2G29500,AT2G44990,AT3G47060,AT2G37660,AT3G01440,AT1G14150,AT1G67700,AT2G40100,AT1G02560,AT5G01500,AT2G26800	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.7	266	24	27	AT3G10470,AT4G31560,AT1G12250,AT1G54580,AT5G39830,AT1G74710,AT1G66670,AT1G54050,AT2G27290,AT1G72640,AT1G17850,AT4G18370,AT1G18730,AT1G67280,AT3G26580,AT1G80030,AT5G20140,AT1G55370,AT5G08540,AT5G13120,AT4G04020,AT5G15250,AT3G15110,AT5G03455	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.7	267	10	27	AT2G30950,AT5G20140,AT5G13120,AT4G04020,AT5G19370,AT1G12250,AT1G18730,AT3G15110,AT5G01500,AT5G15250	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.7	268	5	19	AT3G14420,AT2G26360,AT3G17830,AT4G25910,AT4G36810	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
0.7	269	14	27	AT5G39830,AT3G10470,AT5G20140,AT5G13120,AT2G30950,AT1G54050,AT4G04020,AT1G12250,AT1G18730,AT4G18370,AT3G15110,AT1G80030,AT5G03455,AT5G15250	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.7	270	8	27	AT2G30950,AT5G15250,AT5G19370,AT1G12250,AT1G18730,AT3G15110,AT5G01500,AT2G26800	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.65	271	10	27	AT2G30950,AT5G20140,AT5G15250,AT1G12250,AT5G19370,AT2G40100,AT1G18730,AT3G15110,AT5G01500,AT2G26800	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.65	272	5	20	AT3G14420,AT2G26360,AT3G17830,AT4G25910,AT4G36810	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
0.65	273	5	26	AT4G38100,AT1G67840,AT1G74880,AT1G50450,AT2G21530	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
0.65	274	13	27	AT2G30950,AT5G20140,AT5G08540,AT5G13120,AT5G15250,AT4G04020,AT5G19370,AT1G12250,AT1G18730,AT3G15110,AT1G80030,AT5G01500,AT2G26800	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.65	275	59	27	AT5G20140,AT3G10470,AT3G46780,AT4G31560,AT1G07510,AT3G58010,AT1G42960,AT4G38380,AT5G19500,AT1G54580,AT5G13120,AT4G04020,AT2G43010,AT2G42220,AT1G74710,AT4G16155,AT2G20270,AT1G66670,AT5G39830,AT3G60370,AT5G16660,AT1G50250,AT1G50460,AT1G54050,AT3G22690,AT4G18370,AT1G51350,AT4G39460,AT5G59250,AT4G20820,AT5G21430,AT2G27290,AT1G72640,AT1G17850,AT1G29920,AT2G35040,AT4G13010,AT3G28850,AT1G22020,AT1G15820,AT2G22360,AT1G18730,AT1G67280,AT3G26580,AT4G13670,AT5G12470,AT1G06690,AT1G15140,AT1G55370,AT3G55330,AT1G52220,AT2G24020,AT2G40760,AT5G52970,AT5G16150,AT5G03455,AT3G57680,AT3G15110,AT4G35770	27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
