threshold	term	GeneSize	WindowSize	key	value
1.0	183	8	3	AT1G20810,AT2G21160,AT1G27510,AT1G54580,AT2G21530,AT4G38100,AT1G65260,AT2G37400	5,6,7
1.0	184	7	8	AT2G17630,AT5G39830,AT5G13120,AT1G54050,AT5G19370,AT5G15250,AT5G01500	5,6,7,8,9,10,11,12
1.0	185	9	10	AT3G55330,AT1G07510,AT4G20820,AT4G35770,AT2G40760,AT5G42070,AT3G57680,AT5G21430,AT3G24590	5,6,7,8,9,10,11,12,13,14
1.0	186	7	2	AT2G29500,AT2G20260,AT1G03160,AT1G67700,AT1G80380,AT1G14345,AT4G37925	5,6
0.95	187	6	9	AT4G20820,AT1G50250,AT2G22360,AT3G22690,AT3G57680,AT2G37230	5,6,7,8,9,10,11,12,13
0.95	188	5	2	AT4G24930,AT1G50460,AT1G30510,AT4G01900,AT1G42960	5,6
0.95	189	23	9	AT4G13670,AT1G07510,AT4G20820,AT5G42070,AT3G10130,AT2G20270,AT1G66670,AT5G52970,AT3G22690,AT2G40760,AT5G21430,AT3G24590,AT1G17850,AT2G35040,AT1G15820,AT2G22360,AT5G03455,AT2G37230,AT3G55330,AT1G79230,AT1G52220,AT3G57680,AT4G35770	5,6,7,8,9,10,11,12,13
0.95	190	5	7	AT3G56040,AT1G79040,AT1G44575,AT1G65230,AT1G71500	5,6,7,8,9,10,11
0.95	191	6	2	AT1G30510,AT1G42960,AT4G24750,AT4G24930,AT1G06690,AT4G01900	5,6
0.95	192	5	7	AT1G78915,AT1G65260,AT1G03090,AT2G21160,AT2G37400	5,6,7,8,9,10,11
0.95	193	5	2	AT4G24930,AT4G01900,AT1G30510,AT4G18370,AT1G06690	5,6
0.95	194	5	2	AT4G24930,AT1G79450,AT1G30510,AT4G01900,AT1G42960	5,6
0.9	195	12	9	AT5G39830,AT1G74710,AT5G13120,AT1G54050,AT4G04020,AT5G19370,AT1G12250,AT5G15250,AT1G80030,AT2G27290,AT1G72640,AT5G01500	5,6,7,8,9,10,11,12,13
0.9	196	29	9	AT3G10470,AT1G07510,AT4G20820,AT4G13670,AT5G42070,AT3G10130,AT2G20270,AT1G66670,AT5G52970,AT3G22690,AT2G40760,AT5G21430,AT2G27290,AT3G24590,AT1G17850,AT2G35040,AT1G15820,AT2G22360,AT5G03455,AT1G67280,AT3G26580,AT2G37230,AT5G42765,AT5G20140,AT3G55330,AT1G52220,AT1G79230,AT3G57680,AT4G35770	5,6,7,8,9,10,11,12,13
0.9	197	8	7	AT2G21160,AT1G78915,AT1G03090,AT1G54580,AT2G21530,AT4G38100,AT1G65260,AT2G37400	5,6,7,8,9,10,11
0.9	198	5	9	AT3G56040,AT1G79040,AT1G44575,AT1G65230,AT1G71500	5,6,7,8,9,10,11,12,13
0.9	199	5	3	AT4G24930,AT4G24750,AT1G42960,AT4G18370,AT1G06690	5,6,7
0.9	200	5	3	AT4G24930,AT2G24020,AT1G50460,AT4G01900,AT1G06690	5,6,7
0.9	201	5	3	AT5G23890,AT2G40100,AT5G16660,AT2G30695,AT1G10170	5,6,7
0.9	202	5	4	AT4G01050,AT1G23740,AT5G02160,AT4G18370,AT1G06690	5,6,7,8
0.9	203	5	3	AT2G40100,AT5G16660,AT2G30695,AT1G10170,AT2G44990	5,6,7
0.85	204	5	9	AT4G01050,AT4G24750,AT5G02160,AT4G18370,AT1G06690	5,6,7,8,9,10,11,12,13
0.85	205	34	9	AT3G10470,AT2G42975,AT1G07510,AT3G58010,AT5G53170,AT3G15360,AT1G10170,AT2G20270,AT4G35770,AT3G60370,AT5G52970,AT1G50250,AT4G38380,AT3G22690,AT2G40760,AT4G39460,AT5G12470,AT4G20820,AT5G21430,AT3G24590,AT1G17850,AT1G29920,AT5G19500,AT4G13010,AT3G28850,AT1G22020,AT1G15820,AT5G03455,AT3G26580,AT2G37230,AT3G55330,AT5G59250,AT3G57680,AT1G22450	5,6,7,8,9,10,11,12,13
0.85	206	5	6	AT4G01050,AT5G16660,AT5G02160,AT4G18370,AT4G39730	5,6,7,8,9,10
0.85	207	5	9	AT3G56040,AT1G79040,AT1G44575,AT1G65230,AT1G71500	5,6,7,8,9,10,11,12,13
0.85	208	10	7	AT1G20810,AT2G21160,AT1G50450,AT1G78915,AT1G03090,AT1G54580,AT2G21530,AT4G38100,AT1G65260,AT2G37400	5,6,7,8,9,10,11
0.85	209	5	2	AT2G26340,AT3G47060,AT2G01918,AT2G43010,AT1G14590	5,6
0.85	210	6	9	AT2G20260,AT1G03160,AT3G08920,AT1G67700,AT4G27700,AT4G37925	5,6,7,8,9,10,11,12,13
0.85	211	41	9	AT3G10470,AT1G07510,AT4G20820,AT3G26580,AT4G13670,AT1G12250,AT5G42070,AT3G10130,AT2G20270,AT1G66670,AT3G60370,AT5G52970,AT3G22690,AT2G40760,AT5G12470,AT5G21430,AT2G27290,AT1G72640,AT5G23890,AT3G24590,AT1G17850,AT2G35040,AT1G15820,AT5G42765,AT2G22360,AT5G03455,AT1G67280,AT1G80030,AT2G37230,AT2G30950,AT5G20140,AT1G55370,AT3G55330,AT1G52220,AT1G79230,AT1G76760,AT4G39960,AT4G04020,AT3G57680,AT4G35770,AT2G40400	5,6,7,8,9,10,11,12,13
0.85	212	5	6	AT2G40100,AT5G16660,AT5G23890,AT1G10170,AT2G44990	5,6,7,8,9,10
0.85	213	6	6	AT1G23740,AT5G02160,AT4G18370,AT4G39730,AT4G01050,AT1G06690	5,6,7,8,9,10
0.85	214	6	9	AT2G24020,AT1G42960,AT4G18370,AT4G24750,AT1G06690,AT4G01900	5,6,7,8,9,10,11,12,13
0.85	215	5	2	AT3G25480,AT1G16790,AT3G46780,AT3G21055,AT1G54780	5,6
0.85	216	5	6	AT4G01050,AT1G15140,AT5G16660,AT1G10170,AT4G39730	5,6,7,8,9,10
0.85	217	6	2	AT1G21750,AT3G53560,AT1G74880,AT1G67840,AT1G31180,AT2G01140	5,6
0.85	218	8	9	AT3G46780,AT4G16155,AT1G75690,AT1G22020,AT1G50250,AT4G38380,AT3G22690,AT5G16150	5,6,7,8,9,10,11,12,13
0.8	219	5	9	AT4G01050,AT5G16660,AT1G10170,AT4G18370,AT5G02160	5,6,7,8,9,10,11,12,13
0.8	220	9	9	AT1G23740,AT1G30510,AT1G42960,AT4G18370,AT4G24750,AT4G01050,AT4G39730,AT1G06690,AT4G01900	5,6,7,8,9,10,11,12,13
0.8	221	10	9	AT5G20140,AT1G10170,AT4G20820,AT1G22020,AT1G50250,AT3G22690,AT5G16150,AT5G16660,AT3G57680,AT2G37230	5,6,7,8,9,10,11,12,13
0.8	222	5	3	AT1G21750,AT1G74880,AT3G53560,AT1G31180,AT2G01140	5,6,7
0.8	223	5	9	AT3G56040,AT1G79040,AT1G44575,AT1G65230,AT1G71500	5,6,7,8,9,10,11,12,13
0.8	224	7	9	AT1G23740,AT4G18370,AT4G39730,AT4G01050,AT5G16660,AT1G06690,AT4G01900	5,6,7,8,9,10,11,12,13
0.8	225	7	6	AT1G10170,AT4G39730,AT4G01050,AT2G40100,AT5G16660,AT2G44990,AT5G23890	5,6,7,8,9,10
0.8	226	5	9	AT1G78915,AT1G65260,AT2G21530,AT1G50450,AT4G38100	5,6,7,8,9,10,11,12,13
0.8	227	54	9	AT3G10470,AT2G42975,AT1G07510,AT3G58010,AT4G13670,AT4G38380,AT1G12250,AT5G42070,AT5G53170,AT3G15360,AT3G10130,AT1G10170,AT2G20270,AT1G66670,AT3G60370,AT5G52970,AT1G50250,AT2G40760,AT3G22690,AT1G51350,AT4G39460,AT5G12470,AT4G20820,AT5G21430,AT2G27290,AT1G56500,AT3G24590,AT1G17850,AT1G29920,AT2G35040,AT4G13010,AT3G28850,AT1G22020,AT1G15820,AT5G42765,AT2G22360,AT5G03455,AT1G67280,AT3G26580,AT2G37230,AT4G16155,AT2G30950,AT5G20140,AT3G55330,AT1G52220,AT1G79230,AT1G76760,AT4G39960,AT4G04020,AT5G59250,AT3G57680,AT1G22450,AT4G35770,AT5G52440	5,6,7,8,9,10,11,12,13
0.8	228	5	6	AT1G78915,AT1G21750,AT1G74070,AT2G01140,AT5G62720	5,6,7,8,9,10
0.8	229	8	9	AT2G42220,AT1G23740,AT1G30510,AT1G42960,AT4G24750,AT1G50460,AT4G01900,AT1G06690	5,6,7,8,9,10,11,12,13
0.8	230	10	9	AT1G23740,AT1G30510,AT2G24020,AT1G42960,AT4G18370,AT4G24750,AT4G01050,AT1G50460,AT4G01900,AT1G06690	5,6,7,8,9,10,11,12,13
0.75	231	5	4	AT1G21750,AT1G74070,AT5G62720,AT1G31180,AT2G01140	5,6,7,8
0.75	232	5	2	AT5G53490,AT2G24020,AT3G26080,AT1G50460,AT1G14590	5,6
0.75	233	5	2	AT3G25480,AT3G46780,AT3G21055,AT1G54780,AT5G07020	5,6
0.75	234	5	4	AT4G33010,AT3G08920,AT4G27700,AT3G14420,AT2G29180	5,6,7,8
0.75	235	5	7	AT1G78915,AT1G21750,AT1G74070,AT2G01140,AT4G38100	5,6,7,8,9,10,11
0.75	236	11	9	AT2G42220,AT1G23740,AT1G30510,AT2G24020,AT1G42960,AT4G18370,AT4G24750,AT4G01050,AT1G50460,AT4G01900,AT1G06690	5,6,7,8,9,10,11,12,13
0.75	237	11	9	AT1G23740,AT1G30510,AT2G24020,AT1G42960,AT4G18370,AT4G24750,AT4G01050,AT4G39730,AT1G50460,AT4G01900,AT1G06690	5,6,7,8,9,10,11,12,13
0.75	238	5	3	AT2G26340,AT3G47060,AT2G01918,AT2G43010,AT1G14590	5,6,7
0.75	239	8	9	AT1G23740,AT1G10170,AT5G02160,AT4G18370,AT4G39730,AT4G01050,AT5G16660,AT1G06690	5,6,7,8,9,10,11,12,13
0.75	240	5	6	AT1G21750,AT1G74880,AT3G53560,AT1G54790,AT2G01140	5,6,7,8,9,10
0.75	241	7	9	AT1G23740,AT1G10170,AT4G18370,AT4G39730,AT4G01050,AT5G16660,AT5G23890	5,6,7,8,9,10,11,12,13
0.75	242	7	9	AT2G37400,AT1G78915,AT2G21530,AT4G38100,AT1G65260,AT2G01140,AT2G21160	5,6,7,8,9,10,11,12,13
0.75	243	63	9	AT3G10470,AT2G42975,AT1G07510,AT1G75690,AT3G26580,AT4G13670,AT4G38380,AT1G12250,AT5G19500,AT5G42070,AT5G53170,AT3G15360,AT5G59250,AT1G74710,AT1G10170,AT2G20270,AT1G66670,AT3G60370,AT5G16660,AT1G50250,AT2G40760,AT3G22690,AT1G51350,AT4G39460,AT5G12470,AT4G20820,AT5G21430,AT1G80030,AT1G56500,AT1G72640,AT5G23890,AT3G24590,AT1G17850,AT1G29920,AT2G35040,AT4G13010,AT3G28850,AT1G22020,AT1G15820,AT5G42765,AT2G22360,AT5G19370,AT3G10130,AT1G67280,AT2G27290,AT3G58010,AT2G37230,AT2G30950,AT5G20140,AT1G55370,AT3G55330,AT1G52220,AT1G79230,AT1G76760,AT4G39960,AT4G04020,AT5G52970,AT5G03455,AT3G57680,AT1G22450,AT4G35770,AT5G52440,AT2G40400	5,6,7,8,9,10,11,12,13
0.75	244	5	3	AT3G25480,AT1G16790,AT3G46780,AT3G21055,AT1G54780	5,6,7
0.75	245	5	9	AT3G56040,AT1G79040,AT1G44575,AT1G65230,AT1G71500	5,6,7,8,9,10,11,12,13
0.75	246	5	3	AT2G26340,AT3G47060,AT2G01918,AT5G53490,AT1G14590	5,6,7
0.75	247	57	9	AT3G10470,AT2G42975,AT1G07510,AT1G75690,AT3G58010,AT4G38380,AT4G39960,AT5G42070,AT5G53170,AT3G15360,AT5G59250,AT3G10130,AT1G10170,AT2G20270,AT4G35770,AT3G60370,AT5G52970,AT1G50250,AT2G40760,AT3G22690,AT1G51350,AT4G39460,AT5G12470,AT4G20820,AT5G21430,AT2G27290,AT1G56500,AT5G23890,AT3G24590,AT1G17850,AT1G29920,AT5G19500,AT4G13010,AT3G28850,AT1G22020,AT1G15820,AT5G42765,AT2G22360,AT4G39730,AT5G03455,AT1G67280,AT3G26580,AT2G37230,AT4G16155,AT2G30950,AT5G20140,AT1G55370,AT3G55330,AT1G79230,AT1G76760,AT4G04020,AT1G51110,AT5G16150,AT5G16660,AT3G57680,AT1G22450,AT2G40400	5,6,7,8,9,10,11,12,13
0.7	248	5	4	AT5G08540,AT3G25480,AT3G21055,AT1G54780,AT5G07020	5,6,7,8
0.7	249	5	3	AT2G26340,AT3G47060,AT3G26080,AT5G53490,AT1G14590	5,6,7
0.7	250	5	4	AT3G25480,AT3G46780,AT3G21055,AT1G54780,AT5G07020	5,6,7,8
0.7	251	12	9	AT2G42220,AT1G23740,AT1G30510,AT1G79450,AT2G24020,AT1G42960,AT4G39730,AT4G01050,AT4G24930,AT1G50460,AT4G01900,AT1G06690	5,6,7,8,9,10,11,12,13
0.7	252	5	7	AT1G21750,AT1G74070,AT1G67840,AT1G74880,AT2G01140	5,6,7,8,9,10,11
