threshold	term	GeneSize	WindowSize	key	value
1.0	183	5	14	AT1G75690,AT1G51350,AT3G28850,AT4G16155,AT1G22450	26,27,28,29,30,31,32,33,34,35,36,37,38,39
1.0	184	5	28	AT5G52970,AT2G24020,AT1G15820,AT2G20270,AT1G07510	26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
1.0	185	5	14	AT3G15840,AT1G22020,AT3G25480,AT1G51350,AT5G59250	26,27,28,29,30,31,32,33,34,35,36,37,38,39
1.0	186	5	25	AT5G52970,AT2G42975,AT1G15140,AT1G15820,AT1G07510	26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
1.0	187	6	8	AT2G17630,AT2G20260,AT3G47060,AT1G14150,AT5G62720,AT4G23890	26,27,28,29,30,31,32,33
1.0	188	5	10	AT5G16150,AT5G19500,AT4G39460,AT3G58010,AT4G38380	26,27,28,29,30,31,32,33,34,35
1.0	189	5	14	AT3G15840,AT1G22020,AT5G59250,AT1G51350,AT4G16155	26,27,28,29,30,31,32,33,34,35,36,37,38,39
1.0	190	5	24	AT4G35770,AT2G40760,AT3G22690,AT3G55330,AT1G06690	26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1.0	191	5	9	AT5G13120,AT5G39830,AT3G10470,AT5G03455,AT1G14590	26,27,28,29,30,31,32,33,34
1.0	192	7	2	AT2G35040,AT5G53170,AT1G22020,AT3G58010,AT5G59250,AT3G15840,AT1G50460	26,27
1.0	193	6	8	AT2G17630,AT2G20260,AT3G47060,AT1G14150,AT5G62720,AT4G37925	26,27,28,29,30,31,32,33
1.0	194	5	9	AT5G16660,AT4G13670,AT4G39460,AT1G54500,AT2G22360	26,27,28,29,30,31,32,33,34
1.0	195	5	20	AT5G39830,AT3G10470,AT5G03455,AT4G31560,AT1G14590	26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
1.0	196	5	4	AT5G35170,AT1G03090,AT2G29500,AT1G27510,AT2G37660	26,27,28,29
1.0	197	5	5	AT3G08920,AT3G47060,AT4G37925,AT1G02560,AT2G44990	26,27,28,29,30
1.0	198	5	5	AT2G44990,AT5G35170,AT2G29500,AT1G27510,AT2G37660	26,27,28,29,30
1.0	199	8	2	AT2G29500,AT3G08920,AT2G37660,AT1G27510,AT2G44990,AT5G35170,AT4G37925,AT1G02560	26,27
1.0	200	5	13	AT2G27290,AT1G74710,AT1G67280,AT4G24750,AT4G01900	26,27,28,29,30,31,32,33,34,35,36,37,38
1.0	201	5	28	AT5G16150,AT5G19500,AT5G16660,AT3G58010,AT4G38380	26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
1.0	202	5	11	AT5G16150,AT2G35040,AT3G58010,AT2G22360,AT5G16660	26,27,28,29,30,31,32,33,34,35,36
0.95	203	9	28	AT3G46780,AT4G16155,AT5G59250,AT1G22020,AT5G19500,AT5G16150,AT1G51350,AT2G35040,AT1G50460	26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.95	204	9	28	AT3G46780,AT1G22020,AT3G58010,AT4G38380,AT2G22360,AT5G16150,AT5G19500,AT2G35040,AT1G50460	26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.95	205	5	14	AT2G44990,AT4G37925,AT2G37660,AT1G02560,AT2G20260	26,27,28,29,30,31,32,33,34,35,36,37,38,39
0.95	206	5	12	AT4G38100,AT1G67840,AT1G74880,AT1G50450,AT2G21530	26,27,28,29,30,31,32,33,34,35,36,37
