threshold	term	GeneSize	WindowSize	key	value
1.0	183	5	12	AT4G39960,AT5G03455,AT1G54580,AT1G31180,AT4G31560	32,33,34,35,36,37,38,39,40,41,42,43
1.0	184	5	12	AT3G26580,AT3G10130,AT1G10170,AT4G24750,AT1G67280	32,33,34,35,36,37,38,39,40,41,42,43
1.0	185	5	12	AT2G27290,AT3G10130,AT1G67280,AT4G01050,AT3G26580	32,33,34,35,36,37,38,39,40,41,42,43
1.0	186	5	13	AT4G37925,AT2G40100,AT2G26800,AT3G01440,AT1G14150	32,33,34,35,36,37,38,39,40,41,42,43,44
1.0	187	7	18	AT3G10130,AT3G55330,AT4G35770,AT4G24750,AT2G40760,AT3G22690,AT1G06690	32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1.0	188	5	22	AT1G75690,AT1G51350,AT5G59250,AT4G16155,AT3G28850	32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
1.0	189	5	9	AT2G17630,AT5G19370,AT2G20260,AT5G01500,AT2G37660	32,33,34,35,36,37,38,39,40
1.0	190	5	5	AT2G30950,AT4G04020,AT2G41330,AT5G15250,AT3G01440	32,33,34,35,36
1.0	191	5	10	AT2G17630,AT2G44990,AT2G20260,AT5G01500,AT2G37660	32,33,34,35,36,37,38,39,40,41
1.0	192	6	22	AT1G15140,AT5G52970,AT1G07510,AT2G24020,AT1G15820,AT4G38380	32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
1.0	193	5	11	AT5G16150,AT5G19500,AT1G50460,AT4G38380,AT2G22360	32,33,34,35,36,37,38,39,40,41,42
1.0	194	5	10	AT3G47060,AT4G37925,AT3G01440,AT4G23890,AT2G26800	32,33,34,35,36,37,38,39,40,41
1.0	195	5	13	AT1G67840,AT4G19830,AT1G74880,AT1G50450,AT2G21530	32,33,34,35,36,37,38,39,40,41,42,43,44
1.0	196	5	12	AT2G27290,AT3G10130,AT1G67280,AT4G24750,AT4G01900	32,33,34,35,36,37,38,39,40,41,42,43
