threshold	term	GeneSize	WindowSize	key	value
1.0	183	5	2	AT3G15840,AT1G51350,AT2G35040,AT2G22360,AT1G52220	39,40
1.0	184	7	4	AT2G30695,AT2G20260,AT3G08920,AT2G44990,AT1G16880,AT5G01500,AT1G02560	39,40,41,42
1.0	185	6	11	AT3G55330,AT5G13120,AT4G24750,AT1G67280,AT3G15110,AT2G27290	39,40,41,42,43,44,45,46,47,48,49
1.0	186	5	6	AT1G67840,AT4G19830,AT1G74880,AT1G50450,AT2G21530	39,40,41,42,43,44
1.0	187	6	6	AT1G21750,AT2G37400,AT1G74070,AT4G38100,AT1G65260,AT2G01140	39,40,41,42,43,44
1.0	188	5	15	AT2G27290,AT5G13120,AT1G67280,AT3G55330,AT4G35770	39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
1.0	189	6	9	AT2G17630,AT2G37660,AT5G19370,AT1G12250,AT1G80030,AT5G01500	39,40,41,42,43,44,45,46,47
1.0	190	6	4	AT2G30695,AT3G08920,AT1G67700,AT1G02560,AT1G16880,AT2G44990	39,40,41,42
1.0	191	5	15	AT1G75690,AT1G51350,AT5G59250,AT4G16155,AT3G28850	39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
1.0	192	5	15	AT2G27290,AT1G72640,AT5G15250,AT1G54050,AT1G66670	39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
1.0	193	5	15	AT5G13120,AT2G27290,AT1G72640,AT1G54050,AT1G66670	39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
1.0	194	5	9	AT2G27290,AT5G13120,AT4G01050,AT1G54050,AT1G66670	39,40,41,42,43,44,45,46,47
1.0	195	6	11	AT3G55330,AT4G35770,AT3G22690,AT2G40760,AT4G24750,AT1G06690	39,40,41,42,43,44,45,46,47,48,49
1.0	196	7	15	AT1G74710,AT2G24020,AT1G07510,AT1G15820,AT4G38380,AT5G52970,AT1G15140	39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
1.0	197	8	15	AT5G39830,AT2G30950,AT5G20140,AT1G66670,AT1G54050,AT5G03455,AT1G72640,AT5G15250	39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
1.0	198	5	6	AT4G37925,AT2G26800,AT4G04020,AT3G01440,AT1G14150	39,40,41,42,43,44
1.0	199	5	6	AT2G17630,AT2G44990,AT1G02560,AT5G01500,AT2G20260	39,40,41,42,43,44
1.0	200	11	15	AT4G13670,AT1G74710,AT1G55370,AT2G20270,AT1G07510,AT5G52970,AT1G15820,AT2G40760,AT3G57680,AT2G43010,AT5G12470	39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
1.0	201	7	4	AT2G17630,AT2G30695,AT2G20260,AT3G08920,AT2G44990,AT5G01500,AT1G02560	39,40,41,42
1.0	202	5	8	AT4G37925,AT2G40100,AT1G76760,AT3G01440,AT1G14150	39,40,41,42,43,44,45,46
0.95	203	19	15	AT5G15250,AT2G30950,AT5G13120,AT4G39460,AT4G31560,AT3G55330,AT1G66670,AT5G39830,AT3G10470,AT1G42960,AT1G54050,AT1G18730,AT1G67280,AT3G26580,AT2G27290,AT5G20140,AT1G72640,AT5G03455,AT1G17850	39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.95	204	23	15	AT4G13670,AT1G07510,AT4G20820,AT2G35040,AT2G43010,AT1G74710,AT2G20270,AT3G60370,AT5G52970,AT3G58010,AT4G38380,AT2G40760,AT5G21430,AT5G19500,AT4G13010,AT1G15820,AT5G12470,AT1G15140,AT1G55370,AT2G24020,AT5G16150,AT5G16660,AT3G57680	39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.95	205	15	15	AT5G39830,AT2G30950,AT5G20140,AT5G15250,AT4G31560,AT1G66670,AT3G47060,AT3G10470,AT1G54050,AT1G18730,AT1G54580,AT4G18370,AT1G72640,AT5G03455,AT2G26800	39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.95	206	8	15	AT2G17630,AT2G40100,AT2G37660,AT1G14150,AT5G19370,AT1G12250,AT1G80030,AT2G26800	39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.95	207	16	15	AT1G72640,AT5G15250,AT3G55330,AT1G66670,AT4G35770,AT1G42960,AT1G54050,AT3G22690,AT2G40760,AT4G39460,AT1G67280,AT3G15110,AT5G13120,AT2G27290,AT1G06690,AT1G17850	39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.95	208	15	15	AT5G39830,AT2G30950,AT5G20140,AT5G15250,AT4G31560,AT1G66670,AT3G47060,AT3G10470,AT4G18370,AT1G14150,AT1G18730,AT1G54580,AT1G72640,AT5G03455,AT2G26800	39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
