826914	837265
838364	844010
836043	830157
817499	828884
818903	840006
835320	832057
841447	843596
825208	841534
825208	831472
820741	824699
820741	817646
821840	818069
820176	818300
817467	828884
831377	841534
835398	820211
837974	821143
838455	828884
822055	843810
836043	831832
820775	827830
824970	842985
843596	824699
818069	835375
817499	816768
844264	843048
818069	3770591
838851	822055
844378	831888
844378	817646
843903	841447
844343	841843
844264	816270
822055	820041
820665	820211
843048	837974
818633	830101
843903	834212
843048	824699
829438	837996
820741	842985
825208	827830
828577	837179
829730	841652
822055	832070
829995	817467
818672	841534
829730	837996
827830	834212
816768	820041
841984	827001
835398	841984
839433	839869
820775	817467
827921	817620
832136	839869
827307	827727
844343	831122
831861	818343
844264	838455
3770591	834286
827001	839433
818899	841534
843048	842985
837778	832057
841447	841534
844264	820775
824970	827001
842103	839566
816546	839869
844343	835375
837778	820775
841984	843596
829995	843095
844264	816768
816545	829730
824970	826914
831888	820041
831861	822517
834232	842985
843048	820176
818633	827727
844343	831472
836043	834286
824970	818672
843095	831832
841843	834286
831122	822266
844264	832057
3770591	829438
820211	831151
833471	831472
832247	841534
832247	820775
827001	834212
833979	832070
839433	831888
829995	831832
836043	822055
820775	820041
829995	820665
818899	831832
839869	831151
841652	816546
838807	818300
831122	835375
834232	827001
841447	818300
842103	827830
818899	817272
831122	827830
839869	844378
842103	820775
826914	818300
816545	829438
838455	820827
832247	825208
818672	830157
818633	839566
821840	834286
832136	816545
843095	817272
820741	843596
842103	822055
818633	818300
817221	817467
828577	828595
824970	843903
820775	841534
837974	835375
831832	841534
841652	825714
818633	839433
835398	820775
837778	841534
820176	831888
825714	824699
818903	841920
838807	818343
832057	831151
844264	827307
831861	824970
839566	834286
838807	816768
836043	844378
829995	843048
832247	828884
841558	820827
822517	827727
834232	844343
836043	831151
831122	820211
818633	832057
844378	834286
828884	835375
3770591	834212
830157	827727
844264	834232
838364	831151
837974	841652
820775	827001
828884	842985
841843	843810
827727	820211
827307	844010
817221	836043
818633	838807
825714	818899
834232	838851
829730	835375
820741	817499
842103	829730
844230	843747
818069	831472
827307	843596
843095	835320
834232	838807
820211	843596
826914	822266
816546	842985
820741	837974
841984	818300
843903	826914
831122	818069
841447	838151
831861	825208
820827	830101
825714	820211
844343	829730
825714	842985
825208	818672
843048	839433
818899	839869
818899	827727
818633	827001
837974	843903
825714	843596
827727	835375
827307	817221
831472	822266
827830	826914
831861	824699
835398	830101
839566	843810
843048	827001
841447	816270
844378	824699
817499	838151
836393	829966
